provision_id,provision_uri,legislation_id,legislation_title,section_type,schedule_number,schedule_title,part_number,part_title,chapter_number,chapter_title,class_block,sub_block,provision_number,provision_level,parent_provision_id,text,status,restrict_start_date,restrict_end_date,restrict_extent
schedule-2-paragraph-AA.2-3-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,c,P3,schedule-2-paragraph-AA.2-3,the development must be completed within a period of 3 years starting with the date prior approval is granted;,valid,,,
schedule-2-paragraph-AA.2-3-d,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/d,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,d,P3,schedule-2-paragraph-AA.2-3,the developer must notify the local planning authority of the completion of the development as soon as reasonably practicable after completion; and,valid,,,
schedule-2-paragraph-AA.2-3-e,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/e,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,e,P3,schedule-2-paragraph-AA.2-3,that notification must be in writing and include—,valid,,,
schedule-2-paragraph-AA.2-3-e-i,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/e/i,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,i,P4,schedule-2-paragraph-AA.2-3-e,i the name of the developer;,valid,,,
schedule-2-paragraph-AA.2-3-e-ii,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/e/ii,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,ii,P4,schedule-2-paragraph-AA.2-3-e,ii the address of the dwellinghouse; and,valid,,,
schedule-2-paragraph-AA.2-3-e-iii,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.2/3/e/iii,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,iii,P4,schedule-2-paragraph-AA.2-3-e,iii the date of completion.,valid,,,
schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/1/crossheading/class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys/paragraph/AA.3,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,AA.3,P1,,,valid,,,
schedule-2-paragraph-AA.3-1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,1,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,The following sub-paragraphs apply where an application to the local planning authority for prior approval is required by paragraph AA.2(3)(a),valid,,,
schedule-2-paragraph-AA.3-2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,2,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,The application must be accompanied by— together with any fee required to be paid.,valid,,,
schedule-2-paragraph-AA.3-2-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,a,P3,schedule-2-paragraph-AA.3-2,"a written description of the proposed development, including details of any works proposed;",valid,,,
schedule-2-paragraph-AA.3-2-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,b,P3,schedule-2-paragraph-AA.3-2,"a plan which is drawn to an identified scale and shows the direction of North, indicating the site and showing the proposed development; and",valid,,,
schedule-2-paragraph-AA.3-2-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,c,P3,schedule-2-paragraph-AA.3-2,a plan which is drawn to an identified scale and shows—,valid,,,
schedule-2-paragraph-AA.3-2-c-i,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2/c/i,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,i,P4,schedule-2-paragraph-AA.3-2-c,"i the existing and proposed elevations of the dwellinghouse, and",valid,,,
schedule-2-paragraph-AA.3-2-c-ii,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/2/c/ii,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,ii,P4,schedule-2-paragraph-AA.3-2-c,ii the position and dimensions of the proposed windows.,valid,,,
schedule-2-paragraph-AA.3-3,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/3,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,3,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"The local planning authority may refuse an application where, in its opinion— any conditions, limitations or restrictions specified in paragraphs AA.1 and AA.2.",valid,,,
schedule-2-paragraph-AA.3-3-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/3/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,a,P3,schedule-2-paragraph-AA.3-3,"the proposed development does not comply with, or",valid,,,
schedule-2-paragraph-AA.3-3-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/3/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,b,P3,schedule-2-paragraph-AA.3-3,"the developer has provided insufficient information to enable the authority to establish whether the proposed development complies with,",valid,,,
schedule-2-paragraph-AA.3-4,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/4,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,4,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"Sub-paragraphs (5) to (8) do not apply where a local planning authority refuses an application under sub-paragraph (3); and for the purposes of section 78 (appeals) of the Act, such a refusal is to be treated as a refusal of an application for approval.",valid,,,
schedule-2-paragraph-AA.3-5,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/5,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,5,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,The local planning authority must notify each adjoining owner or occupier about the proposed development by serving on them a notice which—,valid,,,
schedule-2-paragraph-AA.3-5-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/5/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,a,P3,schedule-2-paragraph-AA.3-5,"describes the proposed development, including the maximum height of the proposed additional storeys;",valid,,,
schedule-2-paragraph-AA.3-5-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/5/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,b,P3,schedule-2-paragraph-AA.3-5,provides the address of the proposed development; and,valid,,,
schedule-2-paragraph-AA.3-5-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/5/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,c,P3,schedule-2-paragraph-AA.3-5,"specifies the date, which must not be less than 21 days from the date the notice is given, by which representations are to be received by the local planning authority.",valid,,,
schedule-2-paragraph-AA.3-6,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/6,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,6,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"Where the application relates to prior approval as to the impact on air traffic or defence assets, the local planning authority must consult any relevant operators of aerodromes, technical sites or defence assets and where appropriate the Civil Aviation Authority and the Secretary of State for Defence.",valid,,,
schedule-2-paragraph-AA.3-7,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/7,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,7,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"Where an aerodrome, technical site or defence asset is identified on a safeguarding map provided to the local planning authority, the local planning authority must not grant prior approval contrary to the advice of the operator of the aerodrome, technical site or defence asset, the Civil Aviation Authority or the Secretary of State for Defence.",valid,,,
schedule-2-paragraph-AA.3-8,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/8,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,8,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"Where the application relates to prior approval as to the impact on protected views, the local planning authority must consult Historic England, the Mayor of London and any local planning authorities identified in the Directions Relating to Protected Vistas dated 15th March 2012 issued by the Secretary of State.",valid,,,
schedule-2-paragraph-AA.3-9,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/AA.3/9,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 1,Development within the curtilage of a dwellinghouse,,,Class AA - enlargement of a dwellinghouse by construction of additional storeys,,9,P2,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.3,"The local planning authority must notify the consultees referred to in sub-paragraphs (6) and (8) specifying the date by which they must respond, being not less than 21 days from the date the notice is given.",valid,,,
